answer,left_method,participant,right_method,test_case
40000kbps_2160p_59_94fps_vp9,7500kbps_2160p_59_94fps_vp9,e12ba90f-a6de-4d30-9dd6-2cc6949a9b56,40000kbps_2160p_59_94fps_vp9,water_netflix@display=center_crop_1080p
40000kbps_2160p_59_94fps_vp9,7500kbps_2160p_59_94fps_vp9,d32d0a47-51b5-46b4-8748-953bcb9970d8,40000kbps_2160p_59_94fps_vp9,water_netflix@display=center_crop_1080p
40000kbps_2160p_59_94fps_vp9,7500kbps_2160p_59_94fps_vp9,a5e9e2e8-f140-4e7e-94f4-682ef7e1d091,40000kbps_2160p_59_94fps_vp9,water_netflix@display=center_crop_1080p
,7500kbps_2160p_59_94fps_vp9,d13809eb-0ce5-4fbf-8be2-0592fc6298e0,40000kbps_2160p_59_94fps_vp9,water_netflix@display=center_crop_1080p
40000kbps_2160p_59_94fps_vp9,40000kbps_2160p_59_94fps_vp9,3b42a43a-afa9-4abd-b060-417e63055a56,7500kbps_2160p_59_94fps_vp9,water_netflix@display=center_crop_1080p
40000kbps_2160p_59_94fps_vp9,7500kbps_2160p_59_94fps_vp9,d32d0a47-51b5-46b4-8748-953bcb9970d8,40000kbps_2160p_59_94fps_vp9,water_netflix@display=center_crop_1080p
40000kbps_2160p_59_94fps_vp9,7500kbps_2160p_59_94fps_vp9,7aba6f69-109a-4325-b84c-f06d267f72a6,40000kbps_2160p_59_94fps_vp9,water_netflix@display=center_crop_1080p
40000kbps_2160p_59_94fps_vp9,7500kbps_2160p_59_94fps_vp9,c8224d5e-ec5e-421c-8d58-da6af4be2298,40000kbps_2160p_59_94fps_vp9,water_netflix@display=center_crop_1080p
40000kbps_2160p_59_94fps_vp9,7500kbps_2160p_59_94fps_vp9,7fb721ba-1eaf-46dc-8115-bf0af9ba292e,40000kbps_2160p_59_94fps_vp9,water_netflix@display=center_crop_1080p
,7500kbps_2160p_59_94fps_vp9,8cb46d65-988d-40ba-82ad-d7e77ccd1b86,40000kbps_2160p_59_94fps_vp9,water_netflix@display=center_crop_1080p
40000kbps_2160p_59_94fps_h264,40000kbps_2160p_59_94fps_h264,22f1cbd3-2e76-4970-aa00-5aa7b8a030af,7500kbps_2160p_59_94fps_vp9,water_netflix@display=center_crop_1080p
7500kbps_2160p_59_94fps_vp9,40000kbps_2160p_59_94fps_h264,64f48cc9-2e36-4c23-9ade-d28e7256feab,7500kbps_2160p_59_94fps_vp9,water_netflix@display=center_crop_1080p
7500kbps_2160p_59_94fps_vp9,7500kbps_2160p_59_94fps_vp9,82b9ff44-c077-4f5b-afc6-40a406dc09fd,40000kbps_2160p_59_94fps_h264,water_netflix@display=center_crop_1080p
,7500kbps_2160p_59_94fps_vp9,8807a9f0-9958-43c9-8d96-0d76abecdc49,40000kbps_2160p_59_94fps_h264,water_netflix@display=center_crop_1080p
,40000kbps_2160p_59_94fps_h264,a5e9e2e8-f140-4e7e-94f4-682ef7e1d091,7500kbps_2160p_59_94fps_vp9,water_netflix@display=center_crop_1080p
40000kbps_2160p_59_94fps_h264,40000kbps_2160p_59_94fps_h264,c8224d5e-ec5e-421c-8d58-da6af4be2298,7500kbps_2160p_59_94fps_vp9,water_netflix@display=center_crop_1080p
,7500kbps_2160p_59_94fps_vp9,7aba6f69-109a-4325-b84c-f06d267f72a6,40000kbps_2160p_59_94fps_h264,water_netflix@display=center_crop_1080p
7500kbps_2160p_59_94fps_vp9,40000kbps_2160p_59_94fps_h264,40e32110-7765-4622-86d8-920d68667808,7500kbps_2160p_59_94fps_vp9,water_netflix@display=center_crop_1080p
7500kbps_2160p_59_94fps_vp9,7500kbps_2160p_59_94fps_vp9,8b9df5ea-15c4-42a5-bbf2-438138ef8111,40000kbps_2160p_59_94fps_h264,water_netflix@display=center_crop_1080p
7500kbps_2160p_59_94fps_vp9,40000kbps_2160p_59_94fps_h264,12ed0096-2cae-474f-a09d-8ff8d300e9ab,7500kbps_2160p_59_94fps_vp9,water_netflix@display=center_crop_1080p
22229kbps_2160p_60_0fps_h264,40974kbps_2160p_60_0fps_h264,d32d0a47-51b5-46b4-8748-953bcb9970d8,22229kbps_2160p_60_0fps_h264,Dancers_8s@display=center_crop_1080p
