answer,left_method,participant,right_method,test_case
2160p_60hz_q_35,1080p_60hz_q_37,1b94815a-4b26-4071-b301-cae19e23fe44,2160p_60hz_q_35,Ready@display=downscale_1080p
2160p_60hz_q_35,1080p_60hz_q_37,a5d410bc-fcbe-4fdc-8a14-5ab19769519c,2160p_60hz_q_35,Ready@display=downscale_1080p
,2160p_60hz_q_35,e272478c-1ccc-443e-a7b3-ba3ca193738a,1080p_60hz_q_37,Ready@display=downscale_1080p
2160p_60hz_q_35,2160p_60hz_q_35,8fbc674e-a2ae-4d63-a215-5c0dbbede90e,1080p_60hz_q_37,Ready@display=downscale_1080p
2160p_60hz_q_35,2160p_60hz_q_35,76a79ffd-a872-4f3e-9e2c-a3ef7e090b1f,1080p_60hz_q_37,Ready@display=downscale_1080p
,2160p_60hz_q_35,32052640-0f2b-4b71-abc2-8b674ca6cc73,1080p_60hz_q_37,Ready@display=downscale_1080p
2160p_60hz_q_35,2160p_60hz_q_35,d8458c0e-4029-4446-b038-2e43eb4b3ee4,1080p_60hz_q_37,Ready@display=downscale_1080p
2160p_60hz_q_35,2160p_60hz_q_35,067e47ed-ca90-4f96-a838-fbe978c7d692,1080p_60hz_q_37,Ready@display=downscale_1080p
,1080p_60hz_q_37,1c2ef93c-ba19-4cc7-b76d-7231f5f9cc54,2160p_60hz_q_35,Ready@display=downscale_1080p
2160p_60hz_q_35,2160p_60hz_q_35,4d8baef1-3490-472f-8dda-eb108e3551a5,1080p_60hz_q_37,Ready@display=downscale_1080p
2160p_60hz_q_25,2160p_60hz_q_25,1b94815a-4b26-4071-b301-cae19e23fe44,2160p_60hz_q_37,Dinner@display=downscale_1080p
2160p_60hz_q_25,2160p_60hz_q_37,a5d410bc-fcbe-4fdc-8a14-5ab19769519c,2160p_60hz_q_25,Dinner@display=downscale_1080p
,2160p_60hz_q_25,a3035b9f-b65c-43f3-9dbe-b825a9476eda,2160p_60hz_q_37,Dinner@display=downscale_1080p
2160p_60hz_q_25,2160p_60hz_q_37,8951aa1e-c3d7-491d-a00a-caec2042ec07,2160p_60hz_q_25,Dinner@display=downscale_1080p
,2160p_60hz_q_37,872d681e-3469-48eb-80a1-1cc2b73a255f,2160p_60hz_q_25,Dinner@display=downscale_1080p
2160p_60hz_q_25,2160p_60hz_q_37,17038029-5e09-4776-a40d-a26a4ae0f233,2160p_60hz_q_25,Dinner@display=downscale_1080p
2160p_60hz_q_25,2160p_60hz_q_25,fd67ed0f-b28f-4bb9-b502-201fd5bc45d9,2160p_60hz_q_37,Dinner@display=downscale_1080p
2160p_60hz_q_25,2160p_60hz_q_37,ffb184be-5e94-4772-bda8-12dce826a5e5,2160p_60hz_q_25,Dinner@display=downscale_1080p
,2160p_60hz_q_25,992b967f-6b7a-42b2-a357-e52ac4ec3585,2160p_60hz_q_37,Dinner@display=downscale_1080p
,2160p_60hz_q_37,830d196a-b661-4ed6-9d4f-e241ba101223,2160p_60hz_q_25,Dinner@display=downscale_1080p
2160p_60hz_q_25,2160p_60hz_q_45,1b94815a-4b26-4071-b301-cae19e23fe44,2160p_60hz_q_25,Dancers@display=downscale_1080p
2160p_60hz_q_25,2160p_60hz_q_25,6763b5b5-695f-42b7-b1da-49f7e269a092,2160p_60hz_q_45,Dancers@display=downscale_1080p
2160p_60hz_q_25,2160p_60hz_q_45,0886ae39-8e16-4a94-8730-56d6b14a7890,2160p_60hz_q_25,Dancers@display=downscale_1080p
2160p_60hz_q_25,2160p_60hz_q_25,c23f2a75-5ec8-4bf7-876f-8ac248db230f,2160p_60hz_q_45,Dancers@display=downscale_1080p
2160p_60hz_q_25,2160p_60hz_q_45,f4e4b55b-88cc-44dc-9e9d-b26bf50f6065,2160p_60hz_q_25,Dancers@display=downscale_1080p
2160p_60hz_q_25,2160p_60hz_q_45,fd67ed0f-b28f-4bb9-b502-201fd5bc45d9,2160p_60hz_q_25,Dancers@display=downscale_1080p
2160p_60hz_q_25,2160p_60hz_q_25,bdece985-3d2d-4be2-bd13-83bccf934539,2160p_60hz_q_45,Dancers@display=downscale_1080p
2160p_60hz_q_25,2160p_60hz_q_25,992b967f-6b7a-42b2-a357-e52ac4ec3585,2160p_60hz_q_45,Dancers@display=downscale_1080p
2160p_60hz_q_25,2160p_60hz_q_25,830d196a-b661-4ed6-9d4f-e241ba101223,2160p_60hz_q_45,Dancers@display=downscale_1080p
2160p_60hz_q_25,2160p_60hz_q_45,7057ffaa-75c8-439b-9f17-26600697b33b,2160p_60hz_q_25,Dancers@display=downscale_1080p
1080p_60hz_q_33,1080p_60hz_q_33,1b94815a-4b26-4071-b301-cae19e23fe44,2160p_60hz_q_47,Toddler@display=downscale_1080p
1080p_60hz_q_33,2160p_60hz_q_47,4ed9d819-249b-4dcc-a675-e2d5341c0e6e,1080p_60hz_q_33,Toddler@display=downscale_1080p
,2160p_60hz_q_47,662055ef-0a99-4ca4-ad84-f663202a1387,1080p_60hz_q_33,Toddler@display=downscale_1080p
1080p_60hz_q_33,2160p_60hz_q_47,0383be87-3d89-41fc-83c6-726fe66495b2,1080p_60hz_q_33,Toddler@display=downscale_1080p
1080p_60hz_q_33,1080p_60hz_q_33,a37500f6-77e6-43f7-b43b-9a2be1694667,2160p_60hz_q_47,Toddler@display=downscale_1080p
1080p_60hz_q_33,1080p_60hz_q_33,48b6f3dd-58ef-4c64-b549-b025909e6b3e,2160p_60hz_q_47,Toddler@display=downscale_1080p
1080p_60hz_q_33,1080p_60hz_q_33,3b400e95-ea1a-4316-a9e0-57d4a9c88ec6,2160p_60hz_q_47,Toddler@display=downscale_1080p
1080p_60hz_q_33,2160p_60hz_q_47,0a50d2be-9ffd-46b5-a8cd-a41f1ea5fc98,1080p_60hz_q_33,Toddler@display=downscale_1080p
,2160p_60hz_q_47,51f01a47-4859-48f5-8ee0-73925ba788fb,1080p_60hz_q_33,Toddler@display=downscale_1080p
1080p_60hz_q_33,1080p_60hz_q_33,3502b9ba-5ce4-4003-aeb2-0876b7a4840b,2160p_60hz_q_47,Toddler@display=downscale_1080p
1080p_60hz_q_37,1080p_60hz_q_41,927fa14f-cfa0-4155-9bef-f492b34ef3e5,1080p_60hz_q_37,SeaRock@display=downscale_1080p
1080p_60hz_q_37,1080p_60hz_q_37,f86475b1-9765-46ee-945d-dc5474aa9c24,1080p_60hz_q_41,SeaRock@display=downscale_1080p
1080p_60hz_q_37,1080p_60hz_q_37,bcee06a6-9cca-4d16-8a33-2e432eb57d58,1080p_60hz_q_41,SeaRock@display=downscale_1080p
1080p_60hz_q_37,1080p_60hz_q_41,51f01a47-4859-48f5-8ee0-73925ba788fb,1080p_60hz_q_37,SeaRock@display=downscale_1080p
1080p_60hz_q_37,1080p_60hz_q_37,01190962-6f73-446d-b725-f28a95cdc0f5,1080p_60hz_q_41,SeaRock@display=downscale_1080p
1080p_60hz_q_37,1080p_60hz_q_37,1b94815a-4b26-4071-b301-cae19e23fe44,1080p_60hz_q_41,SeaRock@display=downscale_1080p
1080p_60hz_q_37,1080p_60hz_q_41,3d03f42b-fa73-405a-9a93-028749e50da9,1080p_60hz_q_37,SeaRock@display=downscale_1080p
