answer,left_method,participant,right_method,test_case
,12_50fps,49cf4551-c277-4273-97db-82a0009d700e,7_50fps,sh@display=training
12_50fps,12_50fps,1387ff93-273d-4010-a71f-d98192ce976e,7_50fps,sh@display=training
7_50fps,7_50fps,03589208-7fba-40ee-9633-ac0959a61478,12_50fps,sh@display=training
7_50fps,7_50fps,81b77583-5a13-4187-9cc8-8597c84606ad,12_50fps,sh@display=training
7_50fps,12_50fps,53624b87-67ed-451a-afb8-a4313c99c9f4,7_50fps,sh@display=training
12_50fps,12_50fps,9709ba0a-97bb-400a-a897-21a4fde8e841,7_50fps,sh@display=training
12_50fps,12_50fps,5ef6becc-c5d7-42ff-bf55-8f6900606211,7_50fps,sh@display=training
,7_50fps,dac9e34d-3788-4052-a2ac-e732e48715e9,12_50fps,sh@display=training
7_50fps,12_50fps,ff78033e-d4cd-4eb9-9be9-0f7ffb292a19,7_50fps,sh@display=training
,12_50fps,d88df0c9-3fe9-4163-b0cd-6c612e12b41d,7_50fps,sh@display=training
,4_25fps,8752b6c5-d558-4154-a72a-58c8b0954f26,6_25fps,sf@display=training
4_25fps,4_25fps,7a846fef-0cf3-496d-8fcd-ab74970d4ff0,6_25fps,sf@display=training
6_25fps,6_25fps,61833f9d-1395-44bd-8daf-54ac0d3c7aba,4_25fps,sf@display=training
4_25fps,4_25fps,f54488a2-8fa6-49ba-abf3-76921c8af4a7,6_25fps,sf@display=training
4_25fps,6_25fps,d1951b7e-c0c9-4d04-8af6-f419243a8e47,4_25fps,sf@display=training
,6_25fps,83d9cab4-7958-45ec-ba7a-f8367c88a34b,4_25fps,sf@display=training
4_25fps,6_25fps,9fc394ef-ae9f-4caf-bda2-a17ef1f63793,4_25fps,sf@display=training
,6_25fps,18894347-45e4-4691-a58b-581aeb52b9cc,4_25fps,sf@display=training
4_25fps,6_25fps,8752b6c5-d558-4154-a72a-58c8b0954f26,4_25fps,sf@display=training
4_25fps,6_25fps,ef25922b-98c8-4ce7-b71f-46c9e5ecde42,4_25fps,sf@display=training
10_50fps,7_50fps,3546f09f-b58c-4170-9ab4-b4333e40ce47,10_50fps,sh@display=training
10_50fps,10_50fps,ebc1539b-4671-42de-889a-fb2b844a9e3e,7_50fps,sh@display=training
7_50fps,7_50fps,26c59275-59cf-4fce-b0ff-c3af1d89e148,10_50fps,sh@display=training
,10_50fps,b4ab04ac-755a-4606-a19b-1aed81d7a4f6,7_50fps,sh@display=training
10_50fps,7_50fps,8998229d-4179-4767-a652-9f6c72813b93,10_50fps,sh@display=training
10_50fps,7_50fps,7c39e721-d909-4381-b211-58509da0e428,10_50fps,sh@display=training
10_50fps,7_50fps,92db3df9-a09d-42dd-8e10-9fc2a1d83a5f,10_50fps,sh@display=training
7_50fps,7_50fps,4b4704c6-dd7f-40b3-96c9-84ea955eef44,10_50fps,sh@display=training
10_50fps,10_50fps,57a500d7-7794-40d5-931b-868179480f6c,7_50fps,sh@display=training
10_50fps,7_50fps,893afb8f-7907-4c75-9d03-41963acb8288,10_50fps,sh@display=training
16_25fps,16_25fps,228079a4-1037-4cfb-9bfb-60716c2c0433,12_25fps,sf@display=training
16_25fps,12_25fps,9709ba0a-97bb-400a-a897-21a4fde8e841,16_25fps,sf@display=training
,16_25fps,ce716158-04cb-494a-b822-922f4baff894,12_25fps,sf@display=training
16_25fps,12_25fps,c151b44e-9e65-4b02-b8b2-f024c447df0a,16_25fps,sf@display=training
16_25fps,16_25fps,012e9adc-c874-4309-ae0c-d4d409a09256,12_25fps,sf@display=training
12_25fps,12_25fps,dac29b27-a12b-435f-abcf-970ec4c790a8,16_25fps,sf@display=training
12_25fps,12_25fps,90819eca-0401-4b99-bdf3-3f77df3d3ec2,16_25fps,sf@display=training
,12_25fps,3a12cd08-c19d-4fcc-9abe-de516fb72935,16_25fps,sf@display=training
12_25fps,16_25fps,709c6cde-4b6e-4362-bdec-1ca46157512b,12_25fps,sf@display=training
,16_25fps,dde0e6ac-ec3d-4053-b2b4-460b87edd071,12_25fps,sf@display=training
7_25fps,6_25fps,893afb8f-7907-4c75-9d03-41963acb8288,7_25fps,rb@display=training
7_25fps,7_25fps,f4b42589-1fff-49a3-9bf3-34975ce5d609,6_25fps,rb@display=training
7_25fps,7_25fps,97753032-7d2b-4223-9c53-27fcf750b1cb,6_25fps,rb@display=training
6_25fps,6_25fps,61f90f14-63ce-46a1-accc-d471bf91d066,7_25fps,rb@display=training
,6_25fps,c72f896b-7a28-4255-bcab-1cfaa2592a78,7_25fps,rb@display=training
7_25fps,6_25fps,ce035e75-d8a9-4ae1-bd7b-789a77678f2a,7_25fps,rb@display=training
,6_25fps,2f7bd11b-7b8b-4356-a007-c03aa751f6f4,7_25fps,rb@display=training
6_25fps,6_25fps,9709ba0a-97bb-400a-a897-21a4fde8e841,7_25fps,rb@display=training
7_25fps,7_25fps,c9784db7-d728-4291-94af-68d7e8500033,6_25fps,rb@display=training
6_25fps,6_25fps,91b8f9f9-2269-40d5-81db-63f20267139e,7_25fps,rb@display=training
,6_25fps,d98fff3f-bece-4360-a45d-ff2cff4e7cee,12_25fps,sf@display=training
,6_25fps,94e4d46a-a4ce-4034-b8ce-8844e93eee0e,12_25fps,sf@display=training
