answer,left_method,participant,right_method,test_case
,12_25fps,01ab8dc0-2947-4087-9419-31327d3a7462,14_25fps,bs@display=sidebyside
12_25fps,14_25fps,1c80dca2-c6a2-43d4-88fc-1eea18da26b6,12_25fps,bs@display=sidebyside
14_25fps,12_25fps,4e24d152-540a-4433-ba61-b667ecc6bf2c,14_25fps,bs@display=sidebyside
14_25fps,12_25fps,13a45890-c699-4803-9e3c-87dcc8aaed59,14_25fps,bs@display=sidebyside
14_25fps,14_25fps,a3dc6de7-3816-44f2-bd91-0d7ff96c5b26,12_25fps,bs@display=sidebyside
14_25fps,14_25fps,967d2b07-fdce-4047-9ec3-1caa46b3e372,12_25fps,bs@display=sidebyside
14_25fps,14_25fps,2a798928-b407-4f94-8a06-b21fcfc98c2e,12_25fps,bs@display=sidebyside
14_25fps,14_25fps,2f35805a-6e3a-4553-813a-35cb9dc36c6b,12_25fps,bs@display=sidebyside
14_25fps,14_25fps,7d48a366-1f82-4f63-9ad6-1206d184c7e9,12_25fps,bs@display=sidebyside
14_25fps,12_25fps,165e8ca7-9404-4868-871a-eb1348a0ce27,14_25fps,bs@display=sidebyside
,6_50fps,36b2a80e-91df-48d5-97ae-33519929dd0a,8_50fps,pr@display=sidebyside
8_50fps,8_50fps,93663be2-0864-4eb8-b4a9-586ef3229fc6,6_50fps,pr@display=sidebyside
8_50fps,8_50fps,ebc4f67a-e464-425f-abc6-c5830b4549c0,6_50fps,pr@display=sidebyside
8_50fps,8_50fps,4bff1cc9-36ff-4da5-95da-c922c6a4bfea,6_50fps,pr@display=sidebyside
6_50fps,8_50fps,d1db6d4d-be6a-4039-90d9-56de02b48a37,6_50fps,pr@display=sidebyside
8_50fps,8_50fps,42ba6c20-5383-4f3e-9b9d-f3af7e1ec9df,6_50fps,pr@display=sidebyside
8_50fps,6_50fps,7144bd5d-a02a-4ead-84ba-cbec7f38f8be,8_50fps,pr@display=sidebyside
8_50fps,8_50fps,2f35805a-6e3a-4553-813a-35cb9dc36c6b,6_50fps,pr@display=sidebyside
8_50fps,8_50fps,8b8fa8f7-ba25-48dc-8f6d-babf64379948,6_50fps,pr@display=sidebyside
8_50fps,8_50fps,8cfb1083-5c4a-4623-808b-bd3634a5e3de,6_50fps,pr@display=sidebyside
16_25fps,3_25fps,029ffa6b-2cb3-4ad4-b6f3-c261bb562f62,16_25fps,pa@display=sidebyside
,3_25fps,34819a33-1cf5-47c7-8395-0874cf61c8dc,16_25fps,pa@display=sidebyside
16_25fps,3_25fps,0a05daf5-3f4f-4361-88e3-9e4dfb202d79,16_25fps,pa@display=sidebyside
3_25fps,16_25fps,2f35805a-6e3a-4553-813a-35cb9dc36c6b,3_25fps,pa@display=sidebyside
16_25fps,16_25fps,44df7b03-edf9-44a1-85af-86ca4bb8953d,3_25fps,pa@display=sidebyside
,3_25fps,33351ea6-0681-426d-ae03-fc72db346877,16_25fps,pa@display=sidebyside
3_25fps,16_25fps,df73aab9-2cf8-4394-9a54-6c272aa3ea22,3_25fps,pa@display=sidebyside
3_25fps,16_25fps,ef7bf16e-9f2b-40c3-9118-7485138eea6d,3_25fps,pa@display=sidebyside
3_25fps,3_25fps,ce3b7eb1-3dc4-4c12-9632-baadad1a3eac,16_25fps,pa@display=sidebyside
3_25fps,16_25fps,14070cdf-9e1b-427e-9998-26cff4edec1e,3_25fps,pa@display=sidebyside
11_25fps,11_25fps,02d10e6a-befc-4094-891b-9c75825ce1da,12_25fps,sf@display=sidebyside
,12_25fps,97743ce1-94bf-47e4-85b9-36e2e2e39642,11_25fps,sf@display=sidebyside
11_25fps,12_25fps,bb61966f-3796-4948-9536-8331937e55d6,11_25fps,sf@display=sidebyside
11_25fps,11_25fps,00fef1c8-8e86-4da1-88af-6e1f729bb205,12_25fps,sf@display=sidebyside
11_25fps,12_25fps,91f672f6-d147-42ce-b712-02ce2013805c,11_25fps,sf@display=sidebyside
,12_25fps,22dc9164-d291-4cdc-8b1a-1671060138a0,11_25fps,sf@display=sidebyside
