answer,left_method,participant,right_method,test_case
R1,R5,01cc5a98-4732-474e-8e3f-eca2fcddb195,R1,Coastguard@display=downscale_720p
R5,R5,22d70e96-0de3-4264-a08d-9fcc29e6062f,R1,Coastguard@display=downscale_720p
R5,R5,84131210-c75e-47e5-86d7-abef385bb1a3,R1,Coastguard@display=downscale_720p
R5,R1,c9e55a9f-6aed-4ed4-ae7b-7f6bd6d36308,R5,Coastguard@display=downscale_720p
R4,R4,d5ad23a0-7d8e-4188-8f93-3632c54d5870,R2,Coastguard@display=downscale_720p
R4,R2,7b3658e9-fb36-4e9e-b901-a4f3831d7d44,R4,Coastguard@display=downscale_720p
,R4,30f671c6-8821-4157-b432-3b62f60d8fbe,R2,Coastguard@display=downscale_720p
,R2,30f671c6-8821-4157-b432-3b62f60d8fbe,R4,Coastguard@display=downscale_720p
R4,R2,30f671c6-8821-4157-b432-3b62f60d8fbe,R4,Coastguard@display=downscale_720p
R2,R4,2d479a11-e0a5-43ee-bdfa-f756fb3035a8,R2,Coastguard@display=downscale_720p
R2,R4,bbe6018f-4f9d-4a6c-bdd0-4d6a540e37dc,R2,Coastguard@display=downscale_720p
R2,R4,01cc5a98-4732-474e-8e3f-eca2fcddb195,R2,Coastguard@display=downscale_720p
,R4,f2c3a3b3-da9f-463d-b08b-1b960b617604,R2,Coastguard@display=downscale_720p
R4,R4,bbedaea7-c363-476c-a65b-60183557e63e,R2,Coastguard@display=downscale_720p
R3,R3,01cc5a98-4732-474e-8e3f-eca2fcddb195,R2,Coastguard@display=downscale_720p
R3,R3,1c1c9595-eb22-4c20-89c2-e8ab35c0d629,R2,Coastguard@display=downscale_720p
R2,R3,1c1c9595-eb22-4c20-89c2-e8ab35c0d629,R2,Coastguard@display=downscale_720p
R3,R2,7fc0ca76-2153-4953-9c61-9600d307f880,R3,Coastguard@display=downscale_720p
,R3,a70d5a55-1e22-4247-a93b-9b89abdcb4c2,R2,Coastguard@display=downscale_720p
,R3,a70d5a55-1e22-4247-a93b-9b89abdcb4c2,R2,Coastguard@display=downscale_720p
,R2,d06b645b-fb56-48cd-b3e9-a46396655ba5,R3,Coastguard@display=downscale_720p
,R2,a22431bb-1e19-4b71-9bb5-d2da61041e7f,R3,Coastguard@display=downscale_720p
R3,R2,1cfede67-126a-47f4-9d24-1c88ea3abf21,R3,Coastguard@display=downscale_720p
,R3,506ef123-bb5c-4c16-a510-c6885351a9ad,R2,Coastguard@display=downscale_720p
R6,R6,01cc5a98-4732-474e-8e3f-eca2fcddb195,R4,Marathon@display=downscale_720p
R4,R6,b410eadf-3387-4d7d-a60d-b68b1d2a76ee,R4,Marathon@display=downscale_720p
R6,R4,50d2086a-6b58-43a0-a3f7-fa3f4cc7c463,R6,Marathon@display=downscale_720p
,R6,6f5bf1ad-1b30-4ee4-ba45-08febbb603ae,R4,Marathon@display=downscale_720p
R6,R6,07f3cd3b-7fd8-4259-b6b5-1c0596af9ef3,R4,Marathon@display=downscale_720p
R4,R6,b445c01b-3a34-45c5-9b2d-cab4d637f2a1,R4,Marathon@display=downscale_720p
R6,R6,74046d6d-93b0-48be-84ef-f86d8700cadb,R4,Marathon@display=downscale_720p
R6,R6,5fb4c364-6158-423c-b684-863586afc41f,R4,Marathon@display=downscale_720p
R4,R6,7d5c2a46-732e-408b-97c0-97c7dcdd6365,R4,Marathon@display=downscale_720p
,R6,fc3798ed-7a3d-4879-975e-6615c8ccbfbd,R4,Marathon@display=downscale_720p
,R2,b300ef80-c682-4ae9-b7d8-19975e90e353,R5,Mobile@display=downscale_720p
R5,R2,7d0a591e-ed3d-4e71-af95-e3054ac5f453,R5,Mobile@display=downscale_720p
,R5,8edf8161-1a8b-423e-828c-dd810dd08ae0,R2,Mobile@display=downscale_720p
R5,R5,1f56786f-8e3d-42ea-8c7a-a62445075b76,R2,Mobile@display=downscale_720p
R5,R5,7c340133-5fa3-4041-90e2-b75680638287,R2,Mobile@display=downscale_720p
R5,R5,ab48186b-ed53-4230-a9ba-3d89362a62d1,R2,Mobile@display=downscale_720p
R2,R2,4b455002-27ca-4cca-bd09-5f9d21258268,R5,Mobile@display=downscale_720p
,R2,8edf8161-1a8b-423e-828c-dd810dd08ae0,R5,Mobile@display=downscale_720p
R5,R5,791a59bf-95d7-41af-b4ca-baef565e9c6c,R2,Mobile@display=downscale_720p
R2,R2,c59f1b68-10a2-4032-aada-9e874283ed6c,R5,Mobile@display=downscale_720p
R6,R2,01cc5a98-4732-474e-8e3f-eca2fcddb195,R6,Coastguard@display=downscale_720p
,R2,146e758b-5b23-446a-924b-7b6ab6e51c55,R6,Coastguard@display=downscale_720p
R2,R6,7c483e89-0079-4b78-a688-3fd4558c7259,R2,Coastguard@display=downscale_720p
R6,R6,1b86083a-56e2-4644-b1c9-9705919bb605,R2,Coastguard@display=downscale_720p
R6,R2,1b86083a-56e2-4644-b1c9-9705919bb605,R6,Coastguard@display=downscale_720p
R6,R6,836fbc2b-6be7-43c6-8421-cb8943eafe6a,R2,Coastguard@display=downscale_720p
R2,R6,27e2148e-1d84-42e0-86ba-79bb67e84000,R2,Coastguard@display=downscale_720p
R2,R2,27e2148e-1d84-42e0-86ba-79bb67e84000,R6,Coastguard@display=downscale_720p
R6,R2,ab48186b-ed53-4230-a9ba-3d89362a62d1,R6,Coastguard@display=downscale_720p
R2,R2,632214e5-874c-4caf-bc03-dab136c98c86,R6,Coastguard@display=downscale_720p
R2,R2,6ea76546-9f77-4103-830b-ccbee3a85e12,R3,Fountains@display=downscale_720p
,R3,01cc5a98-4732-474e-8e3f-eca2fcddb195,R2,Fountains@display=downscale_720p
R2,R3,cf45c6b5-77a1-4aaf-b65e-f960eefd232e,R2,Fountains@display=downscale_720p
R3,R2,7c483e89-0079-4b78-a688-3fd4558c7259,R3,Fountains@display=downscale_720p
R3,R3,0e9ea34f-0e47-47e4-a7a1-4fbcbacf074b,R2,Fountains@display=downscale_720p
,R2,b9070b6f-0086-4b52-9ceb-a3fe7e2ce133,R3,Fountains@display=downscale_720p
R3,R3,158d8627-fdd6-4bc7-97ff-f045d4ef5ce6,R2,Fountains@display=downscale_720p
R3,R3,836fbc2b-6be7-43c6-8421-cb8943eafe6a,R2,Fountains@display=downscale_720p
R2,R3,d06b645b-fb56-48cd-b3e9-a46396655ba5,R2,Fountains@display=downscale_720p
R3,R2,7c483e89-0079-4b78-a688-3fd4558c7259,R3,Fountains@display=downscale_720p
R2,R1,0e9ea34f-0e47-47e4-a7a1-4fbcbacf074b,R2,Runners@display=downscale_720p
R2,R2,ea4f4b22-04fb-40ab-8054-26adba50c21e,R1,Runners@display=downscale_720p
R2,R1,d4e2065f-dd76-4a20-aeab-83a4efbb77f1,R2,Runners@display=downscale_720p
R2,R1,7d0a591e-ed3d-4e71-af95-e3054ac5f453,R2,Runners@display=downscale_720p
R2,R1,ee15288f-6ab3-4ec6-b73c-363aa88e81f8,R2,Runners@display=downscale_720p
R2,R2,b0d93231-64e6-4437-b8ae-610dfd66ccae,R1,Runners@display=downscale_720p
R2,R2,7b3658e9-fb36-4e9e-b901-a4f3831d7d44,R1,Runners@display=downscale_720p
R2,R1,7d5c2a46-732e-408b-97c0-97c7dcdd6365,R2,Runners@display=downscale_720p
R2,R2,b91ad5a3-2db4-454b-be94-b1943049f89b,R1,Runners@display=downscale_720p
R2,R2,197a8ac2-427b-478f-9dbb-0f3e9b3f77e4,R1,Runners@display=downscale_720p
R1,R1,0e9ea34f-0e47-47e4-a7a1-4fbcbacf074b,R3,Wood@display=downscale_720p
R1,R1,8c2ccb0d-0afa-44fb-adc0-0c761ba238bf,R3,Wood@display=downscale_720p
R3,R1,bbe6018f-4f9d-4a6c-bdd0-4d6a540e37dc,R3,Wood@display=downscale_720p
R3,R1,ea4f4b22-04fb-40ab-8054-26adba50c21e,R3,Wood@display=downscale_720p
R3,R1,e66ec19f-9ec9-44f7-a724-bc23997690ea,R3,Wood@display=downscale_720p
R3,R1,7b3658e9-fb36-4e9e-b901-a4f3831d7d44,R3,Wood@display=downscale_720p
R3,R1,527e56c5-1c16-4440-bf62-738028f1ed80,R3,Wood@display=downscale_720p
R3,R1,df1ef5ce-37ba-461e-abf0-ca43a49a871e,R3,Wood@display=downscale_720p
,R3,209df93f-1eea-4efb-8427-99747000b7e1,R1,Wood@display=downscale_720p
,R3,3fca15af-48e6-424d-a19f-f0923435faf9,R1,Wood@display=downscale_720p
R2,R2,0e9ea34f-0e47-47e4-a7a1-4fbcbacf074b,R1,Wood@display=downscale_720p
R1,R1,2ff730c0-3a11-4c42-8657-2df3483e55dd,R2,Wood@display=downscale_720p
R1,R1,1fdd9a4b-c438-4d32-84de-510c982cb848,R2,Wood@display=downscale_720p
R1,R2,7fc0ca76-2153-4953-9c61-9600d307f880,R1,Wood@display=downscale_720p
R1,R2,2d479a11-e0a5-43ee-bdfa-f756fb3035a8,R1,Wood@display=downscale_720p
R2,R2,c9e55a9f-6aed-4ed4-ae7b-7f6bd6d36308,R1,Wood@display=downscale_720p
R2,R1,527e56c5-1c16-4440-bf62-738028f1ed80,R2,Wood@display=downscale_720p
R1,R2,791a59bf-95d7-41af-b4ca-baef565e9c6c,R1,Wood@display=downscale_720p
R2,R1,209df93f-1eea-4efb-8427-99747000b7e1,R2,Wood@display=downscale_720p
,R2,3fca15af-48e6-424d-a19f-f0923435faf9,R1,Wood@display=downscale_720p
R3,R3,0e9ea34f-0e47-47e4-a7a1-4fbcbacf074b,R2,Mobile@display=downscale_720p
,R3,8c2ccb0d-0afa-44fb-adc0-0c761ba238bf,R2,Mobile@display=downscale_720p
R2,R3,7c483e89-0079-4b78-a688-3fd4558c7259,R2,Mobile@display=downscale_720p
R2,R2,7fc0ca76-2153-4953-9c61-9600d307f880,R3,Mobile@display=downscale_720p
R3,R2,3a9b4471-21bc-4cdb-b8fa-39cd43b4fcd6,R3,Mobile@display=downscale_720p
R3,R3,3a9b4471-21bc-4cdb-b8fa-39cd43b4fcd6,R2,Mobile@display=downscale_720p
R3,R3,eabafa89-3501-422e-aa2a-f4c74d9ac732,R2,Mobile@display=downscale_720p
R3,R2,eabafa89-3501-422e-aa2a-f4c74d9ac732,R3,Mobile@display=downscale_720p
R2,R2,0f3c7206-73a9-4dea-a693-e8ee63844878,R3,Mobile@display=downscale_720p
R3,R2,0f3c7206-73a9-4dea-a693-e8ee63844878,R3,Mobile@display=downscale_720p
R6,R6,0e9ea34f-0e47-47e4-a7a1-4fbcbacf074b,R2,Mobile@display=downscale_720p
R6,R2,6630af47-f02f-41ce-bfb0-29e1602999fb,R6,Mobile@display=downscale_720p
R6,R6,50d2086a-6b58-43a0-a3f7-fa3f4cc7c463,R2,Mobile@display=downscale_720p
R6,R2,8b66ee3a-a36c-4cc1-a625-03b9cebe821f,R6,Mobile@display=downscale_720p
R6,R2,d4e2065f-dd76-4a20-aeab-83a4efbb77f1,R6,Mobile@display=downscale_720p
R6,R6,d4e2065f-dd76-4a20-aeab-83a4efbb77f1,R2,Mobile@display=downscale_720p
R6,R2,ab48186b-ed53-4230-a9ba-3d89362a62d1,R6,Mobile@display=downscale_720p
,R6,b91ad5a3-2db4-454b-be94-b1943049f89b,R2,Mobile@display=downscale_720p
,R6,b91ad5a3-2db4-454b-be94-b1943049f89b,R2,Mobile@display=downscale_720p
,R6,b91ad5a3-2db4-454b-be94-b1943049f89b,R2,Mobile@display=downscale_720p
R5,R5,fd67e2dc-6e34-4d60-9f9d-4d3f9f4bbc35,R3,Mobile@display=downscale_720p
R5,R3,fd67e2dc-6e34-4d60-9f9d-4d3f9f4bbc35,R5,Mobile@display=downscale_720p
R5,R3,ee15288f-6ab3-4ec6-b73c-363aa88e81f8,R5,Mobile@display=downscale_720p
R3,R5,803074b9-9a89-499d-aabd-ba4ce9edbfc7,R3,Mobile@display=downscale_720p
R3,R3,0e9ea34f-0e47-47e4-a7a1-4fbcbacf074b,R5,Mobile@display=downscale_720p
,R3,89a636f1-a7e1-47da-88ed-e82e908e3c1c,R5,Mobile@display=downscale_720p
R5,R5,b0180845-9a4a-4f14-951e-3956ad458a6f,R3,Mobile@display=downscale_720p
,R5,9c12cdd1-220f-4e70-87e0-333486f28c99,R3,Mobile@display=downscale_720p
,R5,9c12cdd1-220f-4e70-87e0-333486f28c99,R3,Mobile@display=downscale_720p
R3,R5,fd67e2dc-6e34-4d60-9f9d-4d3f9f4bbc35,R3,Mobile@display=downscale_720p
R5,R2,0e9ea34f-0e47-47e4-a7a1-4fbcbacf074b,R5,Coastguard@display=downscale_720p
R2,R5,bbe6018f-4f9d-4a6c-bdd0-4d6a540e37dc,R2,Coastguard@display=downscale_720p
R5,R2,ea4f4b22-04fb-40ab-8054-26adba50c21e,R5,Coastguard@display=downscale_720p
R5,R2,eb7276d9-dd7b-4ef9-8f64-8cea84289a47,R5,Coastguard@display=downscale_720p
R5,R5,eb7276d9-dd7b-4ef9-8f64-8cea84289a47,R2,Coastguard@display=downscale_720p
R5,R5,eb7276d9-dd7b-4ef9-8f64-8cea84289a47,R2,Coastguard@display=downscale_720p
R5,R5,b0d93231-64e6-4437-b8ae-610dfd66ccae,R2,Coastguard@display=downscale_720p
,R2,c3d76153-df63-4121-a7ce-2a27066651c3,R5,Coastguard@display=downscale_720p
,R5,c3d76153-df63-4121-a7ce-2a27066651c3,R2,Coastguard@display=downscale_720p
,R5,506ef123-bb5c-4c16-a510-c6885351a9ad,R2,Coastguard@display=downscale_720p
R1,R1,0e9ea34f-0e47-47e4-a7a1-4fbcbacf074b,R6,Fountains@display=downscale_720p
R6,R6,b410eadf-3387-4d7d-a60d-b68b1d2a76ee,R1,Fountains@display=downscale_720p
R6,R1,b410eadf-3387-4d7d-a60d-b68b1d2a76ee,R6,Fountains@display=downscale_720p
R6,R6,d6adf6b1-a1dc-416a-98b8-d9c1690184cc,R1,Fountains@display=downscale_720p
R6,R1,d4e2065f-dd76-4a20-aeab-83a4efbb77f1,R6,Fountains@display=downscale_720p
,R1,ee15288f-6ab3-4ec6-b73c-363aa88e81f8,R6,Fountains@display=downscale_720p
R6,R1,c9e55a9f-6aed-4ed4-ae7b-7f6bd6d36308,R6,Fountains@display=downscale_720p
R6,R6,f2c3a3b3-da9f-463d-b08b-1b960b617604,R1,Fountains@display=downscale_720p
R6,R6,f8981dd1-3379-4d2f-acd2-42641ac5ef41,R1,Fountains@display=downscale_720p
R6,R6,1cfede67-126a-47f4-9d24-1c88ea3abf21,R1,Fountains@display=downscale_720p
R5,R1,1c1c9595-eb22-4c20-89c2-e8ab35c0d629,R5,Marathon@display=downscale_720p
R5,R1,ce17c697-2a93-4617-b10b-87c73bc2b8f8,R5,Marathon@display=downscale_720p
R5,R1,158d8627-fdd6-4bc7-97ff-f045d4ef5ce6,R5,Marathon@display=downscale_720p
R5,R5,7c483e89-0079-4b78-a688-3fd4558c7259,R1,Marathon@display=downscale_720p
R5,R5,2d479a11-e0a5-43ee-bdfa-f756fb3035a8,R1,Marathon@display=downscale_720p
R5,R1,bbedaea7-c363-476c-a65b-60183557e63e,R5,Marathon@display=downscale_720p
R5,R1,a22431bb-1e19-4b71-9bb5-d2da61041e7f,R5,Marathon@display=downscale_720p
R5,R1,a22431bb-1e19-4b71-9bb5-d2da61041e7f,R5,Marathon@display=downscale_720p
R5,R1,9cd8b526-2a06-4dd2-8163-553e479e170d,R5,Marathon@display=downscale_720p
R5,R1,ee569ebf-33ff-4760-bfb4-0f73b29f2d10,R5,Marathon@display=downscale_720p
R6,R6,1c1c9595-eb22-4c20-89c2-e8ab35c0d629,R4,Fountains@display=downscale_720p
R4,R6,2ff730c0-3a11-4c42-8657-2df3483e55dd,R4,Fountains@display=downscale_720p
,R4,158d8627-fdd6-4bc7-97ff-f045d4ef5ce6,R6,Fountains@display=downscale_720p
R4,R4,7c483e89-0079-4b78-a688-3fd4558c7259,R6,Fountains@display=downscale_720p
R6,R6,3a9b4471-21bc-4cdb-b8fa-39cd43b4fcd6,R4,Fountains@display=downscale_720p
R4,R4,3a9b4471-21bc-4cdb-b8fa-39cd43b4fcd6,R6,Fountains@display=downscale_720p
R6,R4,3faf6723-290c-41fa-8df3-b96bd3fe0f0f,R6,Fountains@display=downscale_720p
R6,R4,3faf6723-290c-41fa-8df3-b96bd3fe0f0f,R6,Fountains@display=downscale_720p
,R6,22d70e96-0de3-4264-a08d-9fcc29e6062f,R4,Fountains@display=downscale_720p
R4,R4,632214e5-874c-4caf-bc03-dab136c98c86,R6,Fountains@display=downscale_720p
,R4,8edf8161-1a8b-423e-828c-dd810dd08ae0,R5,Wood@display=downscale_720p
R4,R4,57cc17d0-9ecf-4155-ac10-234ef7bd99ae,R5,Wood@display=downscale_720p
,R5,1f56786f-8e3d-42ea-8c7a-a62445075b76,R4,Wood@display=downscale_720p
R5,R4,7c340133-5fa3-4041-90e2-b75680638287,R5,Wood@display=downscale_720p
R4,R5,7c340133-5fa3-4041-90e2-b75680638287,R4,Wood@display=downscale_720p
R4,R5,d3fe1f8a-594c-4e79-9bc6-37c6e5420ec5,R4,Wood@display=downscale_720p
,R4,57cc17d0-9ecf-4155-ac10-234ef7bd99ae,R5,Wood@display=downscale_720p
R5,R4,07f3cd3b-7fd8-4259-b6b5-1c0596af9ef3,R5,Wood@display=downscale_720p
R4,R5,ce17c697-2a93-4617-b10b-87c73bc2b8f8,R4,Wood@display=downscale_720p
R5,R5,67a51688-2443-49ce-af66-17e41ea5c2fe,R4,Wood@display=downscale_720p
R4,R4,1c1c9595-eb22-4c20-89c2-e8ab35c0d629,R1,Runners@display=downscale_720p
,R1,1c1c9595-eb22-4c20-89c2-e8ab35c0d629,R4,Runners@display=downscale_720p
R4,R4,d0d19f0b-2f76-47eb-87f9-087066aff3fb,R1,Runners@display=downscale_720p
R4,R1,1b86083a-56e2-4644-b1c9-9705919bb605,R4,Runners@display=downscale_720p
R4,R4,2d479a11-e0a5-43ee-bdfa-f756fb3035a8,R1,Runners@display=downscale_720p
R4,R4,b9070b6f-0086-4b52-9ceb-a3fe7e2ce133,R1,Runners@display=downscale_720p
R4,R1,b9070b6f-0086-4b52-9ceb-a3fe7e2ce133,R4,Runners@display=downscale_720p
R4,R1,f8981dd1-3379-4d2f-acd2-42641ac5ef41,R4,Runners@display=downscale_720p
R4,R1,f8981dd1-3379-4d2f-acd2-42641ac5ef41,R4,Runners@display=downscale_720p
R4,R4,197a8ac2-427b-478f-9dbb-0f3e9b3f77e4,R1,Runners@display=downscale_720p
,R6,1c1c9595-eb22-4c20-89c2-e8ab35c0d629,R1,Wood@display=downscale_720p
R6,R1,89a636f1-a7e1-47da-88ed-e82e908e3c1c,R6,Wood@display=downscale_720p
R1,R1,51e6c907-5a55-4357-bf0f-5b896cf3c74b,R6,Wood@display=downscale_720p
,R6,51e6c907-5a55-4357-bf0f-5b896cf3c74b,R1,Wood@display=downscale_720p
R6,R6,07f3cd3b-7fd8-4259-b6b5-1c0596af9ef3,R1,Wood@display=downscale_720p
,R1,4a57f4c6-5cab-48f5-9220-e39bb446b099,R6,Wood@display=downscale_720p
,R1,4a57f4c6-5cab-48f5-9220-e39bb446b099,R6,Wood@display=downscale_720p
,R6,4a57f4c6-5cab-48f5-9220-e39bb446b099,R1,Wood@display=downscale_720p
R6,R1,209df93f-1eea-4efb-8427-99747000b7e1,R6,Wood@display=downscale_720p
R6,R6,519a400a-e59e-4f91-8152-d8ef6289a303,R1,Wood@display=downscale_720p
R2,R5,146e758b-5b23-446a-924b-7b6ab6e51c55,R2,Wood@display=downscale_720p
R5,R5,2ff730c0-3a11-4c42-8657-2df3483e55dd,R2,Wood@display=downscale_720p
R2,R2,67a51688-2443-49ce-af66-17e41ea5c2fe,R5,Wood@display=downscale_720p
,R2,6f5bf1ad-1b30-4ee4-ba45-08febbb603ae,R5,Wood@display=downscale_720p
R5,R2,b437f2f7-68cc-4efc-9bb8-57bec97bb57d,R5,Wood@display=downscale_720p
R5,R5,b445c01b-3a34-45c5-9b2d-cab4d637f2a1,R2,Wood@display=downscale_720p
R5,R2,f9154d95-c654-44fb-86d1-db5fcd2c012f,R5,Wood@display=downscale_720p
R2,R5,f2c3a3b3-da9f-463d-b08b-1b960b617604,R2,Wood@display=downscale_720p
,R2,2f6f6028-fe0a-426e-b6b7-663c1e4bfffc,R5,Wood@display=downscale_720p
,R5,2f6f6028-fe0a-426e-b6b7-663c1e4bfffc,R2,Wood@display=downscale_720p
R4,R2,146e758b-5b23-446a-924b-7b6ab6e51c55,R4,Mobile@display=downscale_720p
R4,R4,b410eadf-3387-4d7d-a60d-b68b1d2a76ee,R2,Mobile@display=downscale_720p
R4,R4,5b10b354-9447-400e-a833-bc4e4ef05c3d,R2,Mobile@display=downscale_720p
R4,R4,e5ac8f42-0de5-4e3b-86aa-e2297dec3591,R2,Mobile@display=downscale_720p
R4,R2,6f5bf1ad-1b30-4ee4-ba45-08febbb603ae,R4,Mobile@display=downscale_720p
,R4,4a57f4c6-5cab-48f5-9220-e39bb446b099,R2,Mobile@display=downscale_720p
R4,R2,b0d93231-64e6-4437-b8ae-610dfd66ccae,R4,Mobile@display=downscale_720p
