answer,left_method,participant,right_method,test_case
R5,R2,4d1a7a5d-ea99-4440-9385-66ee0644ea80,R5,Wood@display=split_frame_1080p
,R2,b51099d3-3904-473a-b907-452d245c61b0,R5,Wood@display=split_frame_1080p
,R5,05fe83ee-90a9-4066-a5e8-9fd3ce5c3ad9,R2,Wood@display=split_frame_1080p
,R5,c1b612a5-a48f-4ca9-aaf6-d465fedbccf7,R2,Wood@display=split_frame_1080p
R5,R2,a6ea12d0-0031-44cb-b5ad-a2a6a7114d52,R5,Wood@display=split_frame_1080p
R5,R2,f221acab-b90d-42e8-af81-4350c355906e,R5,Wood@display=split_frame_1080p
R2,R2,52ed7ced-ff2f-4a32-8cdb-d52e4e02b9e3,R5,Wood@display=split_frame_1080p
R5,R2,8fa94686-4a63-45d8-bed0-a8cb0005781a,R5,Wood@display=split_frame_1080p
R5,R2,74690920-fe52-45b1-9f31-20621844e6e3,R5,Wood@display=split_frame_1080p
R5,R2,820e5ada-0e72-475c-94a0-deaeaf83de20,R5,Wood@display=split_frame_1080p
R6,R6,4d1a7a5d-ea99-4440-9385-66ee0644ea80,R5,Runners@display=split_frame_1080p
R6,R6,f085f399-47a2-4fa9-a71a-a374d725c2d6,R5,Runners@display=split_frame_1080p
R6,R6,05fe83ee-90a9-4066-a5e8-9fd3ce5c3ad9,R5,Runners@display=split_frame_1080p
R5,R5,713e939e-eea9-40ad-b263-76d396dcdaa6,R6,Runners@display=split_frame_1080p
R6,R5,b265b5b3-baea-4835-9917-6288750d29ba,R6,Runners@display=split_frame_1080p
R6,R6,c7b3d719-769b-49ed-af3a-895bf12055e5,R5,Runners@display=split_frame_1080p
R6,R6,5d860f36-c557-42d0-9b48-9457bb6a98cc,R5,Runners@display=split_frame_1080p
,R5,58f8bf45-3b11-484b-8986-9ada090a1f4c,R6,Runners@display=split_frame_1080p
R6,R6,9fc3465e-2193-446b-a2a0-94a81d7016f6,R5,Runners@display=split_frame_1080p
R6,R6,b13b3b2e-1bbe-4be7-a381-79f01250b7c8,R5,Runners@display=split_frame_1080p
R6,R5,4d1a7a5d-ea99-4440-9385-66ee0644ea80,R6,Runners@display=split_frame_1080p
R6,R6,a9a4d853-b03e-4fb5-a3a1-174caf98d14a,R5,Runners@display=split_frame_1080p
R6,R5,5c86ae3e-6fab-4ba0-9631-d9c8532d5558,R6,Runners@display=split_frame_1080p
R6,R6,d6dd0457-dede-45c3-ab84-97c61a6c622b,R5,Runners@display=split_frame_1080p
R5,R5,a005d4ac-4181-43ca-bb6e-4e338aad495e,R6,Runners@display=split_frame_1080p
R6,R6,e9e961e9-f31c-455d-b8d5-cc70309b4d86,R5,Runners@display=split_frame_1080p
,R6,7876a348-9579-41b0-b5aa-15c8788a8b76,R5,Runners@display=split_frame_1080p
R5,R5,6f4f2708-5edf-4653-985c-3914ddebb5e0,R6,Runners@display=split_frame_1080p
,R6,66b982c6-daba-4672-8712-e42f80c5dd0e,R5,Runners@display=split_frame_1080p
R6,R6,70a7108e-d340-4034-bb60-52bb6b681fb3,R5,Runners@display=split_frame_1080p
R5,R5,4d1a7a5d-ea99-4440-9385-66ee0644ea80,R2,Fountains@display=split_frame_1080p
R5,R5,b11ca6f4-2eee-40e7-a041-51a51ff2bf81,R2,Fountains@display=split_frame_1080p
,R2,cbd9df1b-9a5d-48b2-b694-c619ed34ab36,R5,Fountains@display=split_frame_1080p
R5,R5,3593f4b1-b577-4d4e-9838-308a9215510c,R2,Fountains@display=split_frame_1080p
R5,R5,622d4f98-35fa-4941-b6c9-df09e0190c5f,R2,Fountains@display=split_frame_1080p
R5,R2,d833f5f5-440f-4476-9f8c-60ea56de67b4,R5,Fountains@display=split_frame_1080p
R5,R5,bf69df08-3e75-4e9c-bdbe-3acc608fadc3,R2,Fountains@display=split_frame_1080p
R5,R2,bd8b8f87-30df-4d75-b1f8-6e952a25b09a,R5,Fountains@display=split_frame_1080p
R5,R5,9fc3465e-2193-446b-a2a0-94a81d7016f6,R2,Fountains@display=split_frame_1080p
R5,R5,99c8015a-c350-4984-a157-96d4e8d10afa,R2,Fountains@display=split_frame_1080p
R6,R3,4d1a7a5d-ea99-4440-9385-66ee0644ea80,R6,Wood@display=split_frame_1080p
R3,R6,653b9c56-6185-421b-a4f3-e70536264d57,R3,Wood@display=split_frame_1080p
R6,R6,a04a4d5a-839c-48ae-867a-f716279e1ec0,R3,Wood@display=split_frame_1080p
R3,R6,3abe8a3b-f15e-4b1f-9dc2-89f7b4dd7276,R3,Wood@display=split_frame_1080p
,R6,2d3161ed-305c-418c-a016-5eeed776168d,R3,Wood@display=split_frame_1080p
R6,R3,c22f50f8-a68d-426f-8be5-bdf3e3a4e1f3,R6,Wood@display=split_frame_1080p
R3,R6,635ed4fa-dcfa-4622-a338-0b673bc25024,R3,Wood@display=split_frame_1080p
R6,R6,9f5ae1f3-2814-4a18-a81a-0d77070c080d,R3,Wood@display=split_frame_1080p
,R3,cb1ad852-447b-45a4-8bc9-991f0035337e,R6,Wood@display=split_frame_1080p
R3,R3,9fc3465e-2193-446b-a2a0-94a81d7016f6,R6,Wood@display=split_frame_1080p
,R1,4d1a7a5d-ea99-4440-9385-66ee0644ea80,R3,Coastguard@display=split_frame_1080p
R3,R1,74fa5b64-6f79-4331-84a9-772bf2524c45,R3,Coastguard@display=split_frame_1080p
R3,R3,5c0298e4-233e-484c-9d46-43c380e9be8c,R1,Coastguard@display=split_frame_1080p
R3,R3,3abe8a3b-f15e-4b1f-9dc2-89f7b4dd7276,R1,Coastguard@display=split_frame_1080p
R3,R3,6dfa4b51-b7cc-462d-ab9d-d418a79e902b,R1,Coastguard@display=split_frame_1080p
R3,R1,8d8aa093-a5ca-4897-8793-598225e96b7d,R3,Coastguard@display=split_frame_1080p
R3,R3,7df18165-745e-4089-8865-277758fa9cba,R1,Coastguard@display=split_frame_1080p
R3,R3,993f3fee-ddb9-44de-9060-2014ef445f98,R1,Coastguard@display=split_frame_1080p
R3,R3,919866b3-3f2f-4eb3-808c-d64bd91d02f5,R1,Coastguard@display=split_frame_1080p
,R1,cb1ad852-447b-45a4-8bc9-991f0035337e,R3,Coastguard@display=split_frame_1080p
